Illusionist's Cloak,A shimmering cloak that seems to ripple with shifting colors,"For 1 minute, create a 30-foot line of illusory smoke that grants total concealment to creatures inside"
<Juggler’s Cloak,A flowing cloak with juggling balls spinning around it,"For 1 minute, create a zone in a 15-foot radius where terrain counts as difficult terrain and any attack entering or leaving it has a 25% chance to miss as attacks seem to be “caught” 🎪>"
<Clown's Confetti Blast,A burst of colorful confetti sprays out in a 15-foot cone,"Force creatures in a 15-foot cone to make a DC [[12 + d6]] Dexterity save or be restrained by sticky confetti strands for 1 round, and have disadvantage on Stealth checks while restrained 🤡>"
Curtain Call,Heavy red stage curtains drawn open with sparkling lights,Forms a 15-foot radius area of thick curtains that provides total cover and heavily obscured conditions within until the end of your next turn 🎭>
Magician’s Smoke,A swirling puff of gray smoke in a magician’s top hat shape,"Generates a 15-foot radius sphere of thick smoke centered on a point within 60 feet, heavily obscuring the area for 1 minute or until a strong wind disperses it 🎩>"
<Threaded Canopy,A shimmering net of sparkling threads stretched overhead,"Generates a 30-foot line of shimmering, semi-transparent fabric that grants three-quarters cover and lightly grants advantage on Dexterity saving throws to those beneath it 🛡️>"
<Magician’s Veil,A top hat tipped with rising smoke and flickering lights,Grants a 30-foot radius zone of dim magical darkness
Clown’s Confetti Barrage,A burst of colorful confetti spraying wildly,"In a 15-foot cone, lightly obscure the area and impose disadvantage on Perception checks and attack rolls for enemies until the start of your next turn 🎉>"
Juggler’s Barrage,A figure tossing glowing orbs that explode into webs of threads,Launch a line 60 feet long and 5 feet wide where each creature must succeed on a DC [[14 + d6]] Dexterity save or become restrained by magical threads until the end of their next turn 🤹‍♂️>
Pie in the Face,A clown tossing a cream pie mid-air,Launch a sticky cream pie at one target within 30 feet forcing a DC [[14 + d4]] Dexterity save or be blinded until the end of their next turn 🤡>
<Stage Trap,A trapdoor outlined by stage lights on the floor,"Lay a magical trap that triggers when a creature steps on it, restraining them for 1 minute unless they succeed a DC [[14 + d6]] Dexterity save 🎟️>"
Finale Flourish,A magician’s cape swirls as colorful fireworks explode overhead,"Once per long rest, you can create a 30-foot radius dazzling spectacle forcing foes in it to make a DC [[15 + d6]] Wisdom save or be charmed and unable to act until the next turn 🎇"
Getaway Trapdoor,A trapdoor with swirling curtains around it,Open a 10-foot diameter hidden trapdoor that forces enemies on it to make a DC [[14 + d6]] Dex saving throw or fall prone and be restrained by illusory ropes for 1 round 🎟️
<Clown’s Trap,A hidden bear trap with a red nose and bright colors,Place a 10-foot radius zone that triggers a burst of magical confetti and laughter
<Clown’s Trap,A red and white striped oversized clown shoe with a spring inside,Place a 10-foot radius zone that triggers a loud laugh sound when a creature enters
Magician's Trap,A deck of glowing cards scattered in a theater spotlight,"Place a 15-foot radius magical trap that triggers when an enemy enters, restraining them with phantom ribbons for 1 minute on a failed DC [[14 + d6]] Strength save🎟️>"
Carnival Tent,"A brightly colored, striped circus tent with waving banners",Place a 20-foot radius dome of illusory carnival tent that provides half cover and advantage on Deception checks for creatures inside for 1 hour 🎪>
<Magician's Marquee,A glowing marquee sign flashing mystical lights,Place a glowing marquee that emits bright light for 30 feet and dim light for another 30 feet in a 30-foot radius. Enemies in the marquee's radius must succeed on a DC [[12 + d4]] Wisdom save or be charmed until the marquee disappears after 1 minute 🎪>
Magician’s Mirror,Two large magicians’ mirrors angled toward one another,"Project an illusory duplicate of yourself in a 10-foot radius circle that distracts enemies. Until the start of your next turn, all creatures in the area must succeed on a DC [[12 + d6]] Intelligence saving throw or have disadvantage on attack rolls against targets other than you🎩"
<Theatre Trap,An ornate stage floor with hidden trapdoors,Set a trap in a 10-foot radius area
Carnival Mirage,A brightly colored juggling clown throwing glowing balls,"Summon 3 illusory juggling balls that float in a 30-foot line, each ball granting advantage on Dexterity saving throws to allies behind it and imposing disadvantage on ranged attacks crossing the line for one minute 🎪>"
<Clown's Cushion,A round red cushion emblazoned with a jester’s face,"Summon a 10-foot radius circular zone filled with bouncy, spongy material that cushions falls and reduces falling damage by [[2d6]] for anyone inside for 10 minutes🤡>"
Silk Canopy,Brightly colored silk fabric unfurls overhead creating cover,Summon a 10-foot radius dome of silk threads providing full cover to creatures beneath it for 1 minute or until destroyed🎪>
<Illusionist’s Pit,A spotlight shining on a circular trapdoor,"Summon a 10-foot radius pit illusion zone for 1 minute, which creatures must succeed on a DC [[14 + d4]] Int save or become frightened and unable to enter or leave the area without using an action to dispel the illusion 🎩>"
<Carousel Bastion,A circular platform resembling a carousel with colorful horses,"Summon a 10-foot radius ring of magical horses that generate full cover for creatures inside the zone for 1 minute, but creatures inside must succeed on a DC [[14]] Dex save or be restrained by reins for 1 round 🐴>"
<Magician’s Cabaret,A magician’s hat and wand with sparkles,Summon a 10-foot radius spectral carnival tent providing half cover and advantage on performance checks for allies inside for 1 minute 🎩>
Magician's Stage,"A glowing, small theatrical stage appearing on any flat surface","Summon a 10-foot radius stage of magical light, granting advantage on Performance checks and providing half cover within it for 1 minute 🌟>"
Clown's Glimmer,A jack-in-the-box bursting with sparkling confetti,Summon a 10-foot radius zone of dazzling confetti and flashing lights that forces all creatures in the area to succeed on a DC [[13 + d4]] Wisdom saving throw or be blinded and restrained by magical ribbons for 1 round 🤡>
Magician’s Trap,A top hat with a rabbit popping out surrounded by magical sparkles,Summon a 10-foot-radius zone of illusory objects that impose disadvantage on stealth checks and grant advantage on deception checks to allies inside for 2 rounds 🎩
Curtain Call,A rich velvet curtain pulled halfway open revealing a spotlight,"Summon a 15-foot diameter circle of bright stage light centered on a point you can see, granting advantage on Performance checks and disadvantage on Stealth checks for creatures in the circle for 1 minute 🎭>"
Carnival Tent,A colorful large striped tent anchoring the battlefield,"Summon a 15-foot radius carnival tent for 1 minute granting three benefits: allies inside gain half cover, advantage on Dexterity (Performance) checks, and enemies cannot cast spells with verbal components inside🎪"
<Carnival of Threads,Colorful ribbons and lights swirl in a chaotic dance,Summon a 15-foot radius zone where difficult terrain caused by magical threads ensnares enemies—affected creatures must succeed on a DC [[14]] Dexterity save or be restrained until the start of their next turn 🎪>
Banner of the Grand Troupe,A tall flag with theatrical masks waving in a breeze,Summon a 20-foot radius zone of inspiration granting all allies advantage on Performance checks and saving throws against being frightened or charmed for 10 minutes 🎪>
<Theater of Shadows,A miniature stage with puppeteer strings attached to shadowy figures,Summon a 20-foot radius zone where shadows animate to grant partial cover (+2 AC) to allies and impose disadvantage on attacks by enemies within the zone until your next turn 🎭>
Carnival Canopy,A colorful carnival tent canopy billowing overhead,Summon a 30-foot radius canopy that grants total cover from ranged attacks and dampens sounds inside for stealth advantage to allies for 10 minutes 🎪
The Grand Illusion,A grand magician with swirling colorful smoke and floating cards,"Summon a 30-foot radius sphere filled with illusory doubles of yourself that impose disadvantage on attack rolls against you until the start of your next turn, usable once per long rest 🎩>"
Carnival Canopy,A multicolored tent unfurling above the battlefield,Summon a 30-foot wide dome of swirling fabric that grants three-quarters cover to all creatures inside for 1 minute 🎪>
Carnival Maze,A twisted carnival hedge maze under a full moon,Summon a 40-foot radius maze of whimsical topiaries and mirrors that slows movement to half speed and grants advantage on Stealth checks for anyone inside for 1 minute🔳>
<Clown’s Big Top,"A large, colorful circus tent with swirling lights and flags","Summon a circular 25-foot area of circus tent fabric that grants total cover for 1 minute and muffles sound inside, imposing disadvantage on Perception checks from outside 🎪>"
Magician’s Handkerchief,A bright red silk handkerchief floating midair,"Summon a floating handkerchief that can move up to 30 feet on your turn. It can block a line of sight or attack passing through a 5-foot sphere around it, providing half cover to allies behind it until your next turn 🪄"
Mist of the Magician,A magician’s hat releasing a puff of shimmering mist,"Summon a foggy 20-foot radius area where all sound is muffled and vision is lightly obscured for 1 minute, granting advantage on Stealth checks and disadvantage on Perception checks relying on hearing 🎩"
Tightrope Walk,"A slender, glowing rope stretching across the bottom of the card",Summon a glowing tightrope in a 30-foot line. Creatures crossing the tightrope must succeed on a DC [[12 + d4]] Dexterity saving throw or fall prone
Magic Top Hat,"A tall, black magician’s hat with a rabbit peeking out","Summon a magical object of your choice (weapon, tool, or small item) that lasts for 10 minutes or until dismissed. The object functions as if you had conjured it magically 🎩>"
<Illusionist’s Shroud,A magician’s wand emitting colorful smoke,"Summon a misty dome with a 15-foot radius that grants creatures inside advantage on Deception and Performance checks, and imposes disadvantage on attack rolls against them for 1 minute 🤹>"
Weave of Armor,Interlaced shimmering threads forming a protective net,Summon a net of magical threads in a 15-foot radius sphere that grants allies half cover and adds +2 to AC for the duration of 1 minute 🛡️>
Curtain Call,A red velvet curtain drawn back by gloved hands,Summon a semi-transparent curtain of shimmering fabric that creates a 10-foot wide wall of half cover for 1 minute or until destroyed. You may move it along one plane up to 30 feet as a bonus action each turn🎭
Carnival Canopy,A shimmering dome resembling a circus tent overhead,Summon a semi-transparent dome covering a 30-foot radius area that grants three-quarters cover and dims bright light to dim light for 1 minute🛡️>
<The Great Pretender,A painted clown face smiling broadly,Summon a spectral clown that distracts enemies in a 20-foot radius
<Juggler’s Web,"A cluster of glowing, floating ropes intertwined like juggling pins",Summon a tangle of spectral ropes in a 15-foot radius zone. Enemies that start their turn here must succeed on DC [[13 + d4]] Dexterity saving throw or be restrained until their next turn 🎪>
Clown’s Buffer,A bright red clown nose glowing with magical energy,Summon a temporary barrier in a 15-foot radius centered on you that provides cover and grants you and allies within half cover +2 AC for 1 minute 🤡>
Carnival Canopy,A multi-colored tent stretching across the battlefield,"Summon a translucent canopy covering a 20-foot radius area that grants three-quarters cover and muffles sound, imposing disadvantage on Perception checks relying on hearing for enemies inside 🎪>"
Stage Trap,A spotlight shining on a concealed trapdoor,Summon a trapdoor in a 10-foot square that opens beneath enemies ending their turn there
<Clown's Prism,A colorful prism floating above a theatrical mask,Summon an illusory circus prism projecting dazzling lights in a 15-foot radius
<Carnival Mirror,"An ornate, cracked hand mirror reflecting distorted images","Summon illusory copies of yourself that mimic your actions for 1 minute, granting you advantage on Deception checks"
Mirrored Mirage,A series of polished carnival mirrors reflecting impossible angles,"Summon illusory duplicates of yourself that appear in a 15-foot radius for 1 minute, causing attacks against you to have disadvantage and confusing enemies inside the zone 🎪"
<Carnival Maze,Colorful striped tents and ribbons form a twisting path,Summon temporary walls in a 40-foot radius area creating difficult terrain and slowing movement by half for creatures entering or moving within it for 1 minute 🎪>
Finale Curtain,A giant red velvet theater curtain drops suddenly,"Summons a 20-foot wide, 10-foot high curtain that blocks line of sight and provides cover, lasting 1 minute or until destroyed by dealing [[3d8]] damage 🩰"
Backdrop of Tricks,A large painted stage backdrop featuring juggling clowns,"Summons an illusory 20-foot tall backdrop that obscures line of sight (heavily obscures) and lasts 10 minutes or until dispelled, providing full cover 🎪>"
Juggling Jesters,Three colorful clown puppets mid-performance,Summons spectral jesters that distract enemies in a 30-foot line. Enemies in the line must succeed DC [[12 + d6]] Dex save or have disadvantage on perception and attack rolls until their next turn 🤹‍♂️
Clown’s Springtrap,A comically oversized spring-shoe snapping open,"Target a 20-foot line, forcing creatures in it to succeed on a DC [[12 + d6]] Dex save or be knocked back 15 feet and knocked prone with a popping startled sound🤡>"
Juggler’s Barrage,A flamboyant clown juggling glowing energy orbs,Target a 30-foot line
Twisting Tethers,Spider silk threads weaving in a spiral around foes,"Target a line 30 feet long and 5 feet wide, creatures must succeed on a DC [[13 + d8]] Dex save or be restrained for 1 round as silk threads wrap them tightly 🕸>"
<Jester’s Jest,A painted clown mask with a mischievous grin,"Target one creature in a 30-foot cone must succeed on a DC [[13+d8]] Wisdom save or be frightened and unable to move closer to you for 1 minute, while circus laughter distracts them 🤡>"
<Marionette Trap,Strings attached to a fallen puppet,Targets in a 30-foot line must succeed on a DC [[14 + d4]] Dexterity saving throw or be restrained for 1 round as invisible puppet strings control their movements🎭>
Trapdoor Escape,A trapdoor opening beneath a performer on a dark stage,"Trigger a hidden trapdoor in a 15-foot square zone that allows one creature to teleport up to [[2d8*5]] feet to an unoccupied space within sight, once per short rest 🚪>"
Clown’s Laugh,A jester’s mask with a sinister grin,"Within a 15-foot radius sphere, creatures must succeed on a DC [[14 + d6]] Wisdom save or be incapacitated with uncontrollable laughter for 1 round 😂"
Carnival Mirror,A carnival mirror reflecting a distorted version of a target,"Within a 15-foot radius, each enemy must succeed on a DC [[15 + d4]] Wisdom save or be charmed, believing their surroundings are a carnival illusion for 1 minute, imposing disadvantage on attack rolls against creatures other than you🎭>"
Carnival Mirage,A colorful juggling clown casting bright sparkles,"Within a 20-foot radius, illusions of juggling balls distract enemies forcing all creatures to make a DC [[13+d4]] Wisdom save or have disadvantage on attack rolls for 1 minute 🤹>"
Magician’s Veil,A swirling cloak of stars and smoke,You and allies within a 15-foot radius gain total cover and advantage on Stealth checks until your next turn ends ✨>
Puppet Strings,Delicate glowing strings floating above a theater stage,"You can control an object or unattended creature within 30 feet, granting you advantage on checks and saving throws for 1 minute, but it is visible and makes slight movements revealing your control🪢>"
<Ringmaster’s Command,A top hat and a microphone cord twisted like a magical thread,You command a 30-foot radius around you
Juggler’s Gambit,A hand tossing glowing juggling balls in the air,"You conjure 3 spectral juggling balls that orbit a point within 30 feet, causing disadvantage on ranged attack rolls for enemies inside the 10-foot radius sphere while lasting 1 minute 🎭>"
<Magician’s Misdirection,A flashy magician snapping their fingers as smoke rises,You create 3 illusory duplicates that move independently in a 30-foot radius. Enemies targeting you have disadvantage until the start of your next turn 🎩>
Puppet’s Embrace,Strings and puppet hands on a shadowy stage background,You create spectral strings in a 30-foot radius around a point you can see. Enemies must succeed on a DC [[13 + d4]] Dexterity save or be restrained until the end of their next turn 🎭>
<Juggler’s Grasp,A clutch of glowing juggling balls suspended midair,You create up to 3 floating orbs in a 30-foot line that block ranged projectiles—ranged attacks targeting creatures behind the orbs suffer disadvantage until the start of your next turn 🤹>
Ringmaster’s Command,A top hat with ornate golden edges and a whistle,You designate a 30-foot radius area. Allies within it gain advantage on Charisma (Performance) checks and can move through difficult terrain without penalty for 1 minute 🎩>
Magician’s Shade,A shadowy figure bows with a flourish as smoke billows,"You summon an illusory double that occupies a 10-foot space, granting you advantage on Stealth checks and causing attackers to have disadvantage on attacks against you for 1 minute 🎩>"
